,Framework Name,Description,Published,Meta_Url,Languages,Provider,Asset URL,Repository,Terms Of Service
338,Nancy Ruby Framework by Guillermo Iguaran," The Nancy Framework aims to be a minimal Ruby microframework for web development inspired in the Sinatra and Cuba frameworks. The framework's features include: routes such as support for get, post, put, patch, delete, options, head; set basic filters/callbacks with the before/after methods; and template rendering and caching through Tilt or ERB from stdlib.",11.25.2015,https://www.programmableweb.com/framework/nancy-ruby-framework-guillermo-iguaran,Ruby,Independent Developer,http://guilleiguaran.github.io/nancy/,https://github.com/guilleiguaran/nancy,
339,Cuba Ruby Framework by Michel Martens," The Cuba Ruby Framework is a microframework that offers developers a mapper for Rack applications, inspired by Rum, a unified mapper for Rack applications.",11.25.2015,https://www.programmableweb.com/framework/cuba-ruby-framework-michel-martens,Ruby,Independent Developer,http://cuba.is/,https://github.com/soveran/cuba,
340,Scorched Ruby Framework by Tom Wardrop," The Scorched framework is a Ruby framework that aims to be a generic, DRY, light-weight web framework for Ruby. It offers a generic set of constructs for processing HTTP requests, with websites and applications of different scales can be used to be built.",11.25.2015,https://www.programmableweb.com/framework/scorched-ruby-framework-tom-wardrop,Ruby,Independent Developer,http://scorchedrb.com/,https://github.com/wardrop/Scorched,
341,Stapes JavaScript Framework by Hay Kranen," The Stapes.js JavaScript framework aims to allow the design of an application to be objective on the setup and style of coding. The framework allows for developers to code using models, views and controllers, modules, jQuery, Zepto, React, and many others.",11.20.2015,https://www.programmableweb.com/framework/stapes-javascript-framework-hay-kranen,JavaScript,Independent Developer,http://hay.github.io/stapes/,https://github.com/hay/stapes,
342,Wru JavaScript Framework by Andrea Giammarchi," Wru is a JavaScript framework that intends to offer an essential, general purpose test framework compatible with web environment, node.js,Rhino, and PhantomJS.",11.20.2015,https://www.programmableweb.com/framework/wru-javascript-framework-andrea-giammarchi,JavaScript,Independent Developer,https://github.com/WebReflection/wru,https://github.com/WebReflection/wru,
343,Nerve JavaScript Framework by Jstandish, The Nerve JavaScript Framework by Jstandish aims to be an asynchronous javascript micro framework for event broadcasts along routes and channels.,11.20.2015,https://www.programmableweb.com/framework/nerve-javascript-framework-jstandish,JavaScript,Independent Developer,https://github.com/jstandish/nerve,https://github.com/jstandish/nerve,
344,Guggenheim JavaScript Framework by Will McKenzie," The JavaScript framework Guggenheim.js offers developers a framework for agnostic plugin to create interactive galleries. It uses CSS3 animation (with a fallback to Javascript) to create animated filtering, reordering and pagination of a gallery.",11.20.2015,https://www.programmableweb.com/framework/guggenheim-javascript-framework-will-mckenzie,JavaScript,Independent Developer,http://oinutter.co.uk/guggenheim.js/,https://github.com/OiNutter/guggenheim.js,
345,PatternLab PHP Framework by Pattern Lab," The PHP version of Pattern Lab aims to be a static site generator. The framework combines platform-agnostic assets, like the Mustache-based patterns and the JavaScript-based viewer, with a PHP-based ""builder"" that builds the Pattern Lab site. By making it a static site generator, Pattern Lab aims to separate patterns, data, and presentation from build logic.",11.20.2015,https://www.programmableweb.com/framework/patternlab-php-framework-pattern-lab,PHP,Independent Developer,http://patternlab.io/,https://github.com/pattern-lab/patternlab-php,
346,Styleguide Node.js Framework by Lars Kappert, The Node.js framework Style Guide aims to be a simple styleguide framework. It offers developers aninstall component-styleguide into a styleguide project with minimal impact. The frameworks realted to http://patternlab.io.,11.20.2015,https://www.programmableweb.com/framework/styleguide-node.js-framework-lars-kappert,JavaScript,Independent Developer,https://github.com/webpro/component-styleguide,https://github.com/webpro/component-styleguide,
347,Nuclear JavaScript Framework by Optimizely, The Nuclear JavaScript Framework by Optimizely aims to be a reactive flux built with ImmutableJS data structures.,11.20.2015,https://www.programmableweb.com/framework/nuclear-javascript-framework-optimizely,JavaScript,Optimizely,https://optimizely.github.io/nuclear-js/,https://github.com/optimizely/nuclear-js,
348,JSBlocks JavaScript Framework by Antonio Stoilkov, The JSBlocks JavaScript Framework by Antonio Stoilkov offers developers a user interface for complex single-page applications using a server-side rendered framework,11.20.2015,https://www.programmableweb.com/framework/jsblocks-javascript-framework-antonio-stoilkov,JavaScript,Independent Developer,http://jsblocks.com/,https://github.com/astoilkov/jsblocks,
349,WebRx JavaScript Framework by WebRx," The JavaScript Framework WebRx aims to be a Javascript MVVM-Framework built on ReactiveX for Javascript (RxJs) that combines functional-reactive programming with Observable-driven declarative Data-Binding, Features also include templating and Client-Side Routing.",11.20.2015,https://www.programmableweb.com/framework/webrx-javascript-framework-webrx,JavaScript,WebRxJS,http://webrxjs.org/,https://github.com/WebRxJS/WebRx,
350,Phaser JavaScript Framework by Richard Davey," The Phaser JavaScript Framework by Richard Davey is intended to be a free 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering. ",11.20.2015,https://www.programmableweb.com/framework/phaser-javascript-framework-richard-davey,JavaScript,Independent Developer,http://phaser.io/,https://github.com/photonstorm/phaser,
351,Opentip JavaScript Framework by Matias Meno, The Opentip JavaScript Framework by Matias Meno aims to be a javascript tooltip. It offers uses for adapters to make the framework available for all major frameworks and provides a native adapter that works without a framework.,11.20.2015,https://www.programmableweb.com/framework/opentip-javascript-framework-matias-meno,JavaScript,Independent Developer,http://www.opentip.org/,https://github.com/enyo/opentip,
352,Maria JavaScript Framework by Peter Michaux, The MVC framework is intended for JavaScript applications. The framework is aimed at developers who use real MVC such as The Smalltalk MVC and The Gang of Four MVC. The framework is written in JavaScript.,11.20.2015,https://www.programmableweb.com/framework/maria-javascript-framework-peter-michaux,JavaScript,Independent Developer,https://github.com/petermichaux/maria,https://github.com/petermichaux/maria,
353,Qunit JavaScript Framework by jQuery, The Qunit JavaScript Framework by jQuery aims to be a powerful JavaScript unit testing framework. The framework is intended for jQuery UI and jQuery Mobile projects and allows for testing generic JavaScript code including the framework itself.,11.20.2015,https://www.programmableweb.com/framework/qunit-javascript-framework-jquery,JavaScript,The jQuery Foundation,http://qunitjs.com/,https://github.com/jquery/qunit,
354,Derby JavaScript Framework by Derby," The Derby Framework offers developers a MVC framework to write realtime, collaborative applications that run in both Node.js and browsers.",11.05.2015,https://www.programmableweb.com/framework/derby-javascript-framework-derby,JavaScript,Independent Developer,http://derbyjs.com/,https://github.com/derbyjs/derby,
355,Mithril JavaScript Framework by Leo Horie," The Mithril JavaScript Framework by Leo Horie aims to be a client-side MVC framework, The framework offers developers a tool to organize code in a way that facilitates maintenance and organization.",11.05.2015,https://www.programmableweb.com/framework/mithril-javascript-framework-leo-horie,JavaScript,Independent Developer,http://mithril.js.org/,https://github.com/lhorie/mithril.js,
356,Noduino JavaScript Framework by Sebastian Müller," The JavaScript framework by Sebastian Müller allows for developers to create a JavaScript and Node.js Framework for accessing basic Arduino controls from Web Applications using HTML5, Socket.IO and Node.js.",11.05.2015,https://www.programmableweb.com/framework/noduino-javascript-framework-sebastian-m%C3%BCller,JavaScript,Independent Developer,http://sbstjn.github.io/noduino/,https://github.com/sbstjn/noduino,
